.estimateZeroPointPose.header.frame_id,.estimateZeroPointPose.pose.position.x,.estimateZeroPointPose.pose.position.y,.estimateZeroPointPose.pose.position.z,.trueZeroPointPose.header.frame_id,.trueZeroPointPose.pose.position.x,.trueZeroPointPose.pose.position.y,.trueZeroPointPose.pose.position.z,.estimateOdomPose.header.frame_id,.estimateOdomPose.pose.position.x,.estimateOdomPose.pose.position.y,.estimateOdomPose.pose.position.z,.trueOdomPose.header.frame_id,.trueOdomPose.pose.position.x,.trueOdomPose.pose.position.y,.trueOdomPose.pose.position.z
camera_link_optical,-0.002795989625156,-0.00276883202605,4.62835836410522,camera_link_optical,-3.24972184842198E-07,-5.82925322928363E-07,4.64358813152207,,-0.001586794271134,2.63571405410767,0.001562644029036,odom,4.40154999313314E-11,2.64358813152398,0.250000582806422
camera_link_optical,-0.002813722472638,-0.002826993819326,4.68795776367188,camera_link_optical,-3.3114215958434E-07,-5.83689414940247E-07,4.69437153075558,,-0.001604527118616,2.69531345367432,0.001620805822313,odom,4.40023683059816E-11,2.69437153076099,0.250000583569417
camera_link_optical,-0.002805425552651,-0.002860349370167,4.73688268661499,camera_link_optical,-3.3689891124815E-07,-5.84246593104965E-07,4.74496473000505,,-0.001596230198629,2.74423837661743,0.001654161373153,odom,4.39989282415001E-11,2.74496472999986,0.250000584330548
camera_link_optical,-0.002886962611228,-0.002877694787458,4.77235126495361,camera_link_optical,-3.42737329802624E-07,-5.8521772622333E-07,4.79574812923172,,-0.001677767257206,2.77970695495605,0.001671506790444,odom,4.40051538857713E-11,2.79574812923486,0.250000585095538
camera_link_optical,-0.002910414710641,-0.002903745509684,4.8337254524231,camera_link_optical,-3.48608330908969E-07,-5.8577538064597E-07,4.84653152847094,,-0.001701219356619,2.84108114242554,0.001697557512671,odom,4.39920219807343E-11,2.84653152846887,0.25000058586153
camera_link_optical,-0.00293085235171,-0.002936232835054,4.89284944534302,camera_link_optical,-3.54981866533704E-07,-5.86541277880492E-07,4.89731492770707,,-0.001721656997688,2.90020513534546,0.001730044838041,odom,4.39982474431926E-11,2.89731492770187,0.250000586628524
camera_link_optical,-0.002986105391756,-0.002951653441414,4.92675828933716,camera_link_optical,-3.60955159746445E-07,-5.87519120187618E-07,4.94790812693135,,-0.001776910037734,2.9341139793396,0.001745465444401,odom,4.39948070220158E-11,2.94790812693676,0.250000587393644
camera_link_optical,-0.003005951177329,-0.003005980281159,4.98354768753052,camera_link_optical,-3.66967554167882E-07,-5.88073208074302E-07,4.99869152617117,,-0.001796755823307,2.99090337753296,0.001799792284146,odom,4.39816748451093E-11,2.99869152616776,0.250000588162645
camera_link_optical,-0.00303534953855,-0.00301456078887,5.04569578170776,camera_link_optical,-3.73029122243108E-07,-5.89057432248685E-07,5.049284725398,,-0.001826154184528,3.0530514717102,0.001808372791857,odom,4.39782342365489E-11,3.04928472540063,0.250000588929766
camera_link_optical,-0.003061077790335,-0.003060054732487,5.0780234336853,camera_link_optical,-3.79141480904787E-07,-5.89609150170034E-07,5.10006812463103,,-0.001851882436313,3.08537912368774,0.001853866735473,odom,4.39844593304207E-11,3.10006812462962,0.250000589700777
camera_link_optical,-0.003091357648373,-0.00309769064188,5.13952445983887,camera_link_optical,-3.857918950947E-07,-5.90382962628588E-07,5.1510417238599,,-0.001882162294351,3.14688014984131,0.001891502644867,odom,4.39809926699299E-11,3.15104172385471,0.250000590475691
camera_link_optical,-0.00313260150142,-0.003100102534518,5.19682931900024,camera_link_optical,-3.91990423816312E-07,-5.9137388627728E-07,5.20144472308205,,-0.001923406147398,3.20418500900269,0.001893914537504,odom,4.39678859994961E-11,3.20144472308746,0.250000591242932
camera_link_optical,-0.003161270869896,-0.003170079318807,5.23140668869019,camera_link_optical,-3.9824358837442E-07,-5.9192205681402E-07,5.25222812231614,,-0.001952075515874,3.23876237869263,0.001963891321793,odom,4.39741108200777E-11,3.25222812231343,0.250000592016972
camera_link_optical,-0.003208862850443,-0.003198641119525,5.30087184906006,camera_link_optical,-4.04572046638153E-07,-5.92928082132627E-07,5.30320172153343,,-0.00199966749642,3.3082275390625,0.001992453122512,odom,4.39706438844703E-11,3.30320172153547,0.250000592794929
camera_link_optical,-0.003185872221366,-0.003191287163645,5.33196926116943,camera_link_optical,-4.11399703267358E-07,-5.93699425538441E-07,5.3536047207598,,-0.001976676867343,3.33932495117187,0.001985099166632,odom,4.3957536938984E-11,3.35360472076521,0.250000593565184
camera_link_optical,-0.003240081481636,-0.003248029155657,5.39648914337158,camera_link_optical,-4.17795674082351E-07,-5.9424406056996E-07,5.40438811999332,,-0.002030886127613,3.40384483337402,0.002041841158643,odom,4.39637614804108E-11,3.40438811998813,0.250000594342264
camera_link_optical,-0.003297038841993,-0.003313457127661,5.44597721099854,camera_link_optical,-4.2480088901135E-07,-5.95029796546243E-07,5.45574211920648,,-0.002087843487971,3.45333290100098,0.002107269130647,odom,4.39602683943108E-11,3.45574211920129,0.250000595129109
camera_link_optical,-0.003303250763565,-0.003321450436488,5.48943996429443,camera_link_optical,-4.3074169384248E-07,-5.95796163072038E-07,5.50576471843602,,-0.002094055409543,3.49679565429687,0.002115262439474,odom,4.39471870449388E-11,3.50576471843384,0.250000595896556
camera_link_optical,-0.003333308268338,-0.003342571202666,5.5554723739624,camera_link_optical,-4.37294082504857E-07,-5.96815314696242E-07,5.55654811765234,,-0.002124112914316,3.56282806396484,0.002136383205652,odom,4.39534113175517E-11,3.55654811765371,0.250000596676688
camera_link_optical,-0.003355455351993,-0.003345781005919,5.58820295333862,camera_link_optical,-4.44430184485247E-07,-5.97600496948791E-07,5.60752171686422,,-0.002146259997971,3.59555864334106,0.002139593008906,odom,4.39499438248648E-11,3.60752171686963,0.250000597460769
camera_link_optical,-0.003389344317839,-0.003366499207914,5.65805864334106,camera_link_optical,-4.51038149630699E-07,-5.9813340513859E-07,5.65792471609673,,-0.002180148963816,3.66541433334351,0.002160311210901,odom,4.39368363278579E-11,3.65792471609331,0.250000598237086
camera_link_optical,-0.003430481767282,-0.00341542228125,5.68788290023804,camera_link_optical,-4.57739516107454E-07,-5.9916219599665E-07,5.70870811530745,,-0.00222128641326,3.69523859024048,0.002209234284237,odom,4.39430603242129E-11,3.70870811531012,0.250000599020282
camera_link_optical,-0.003484412562102,-0.003424240276217,5.76075077056885,camera_link_optical,-4.64477468465263E-07,-5.99698628311884E-07,5.75949151452746,,-0.00227521720808,3.76810646057129,0.002218052279204,odom,4.39299267660932E-11,3.7594915145259,0.250000599804503
camera_link_optical,-0.003484313841909,-0.0034912340343,5.78904438018799,camera_link_optical,-4.71785336955377E-07,-6.00479839407697E-07,5.81008471374878,,-0.002275118487887,3.79640007019043,0.002285046037287,odom,4.39264847871124E-11,3.81008471374359,0.250000600586808
camera_link_optical,-0.003532631089911,-0.003497103694826,5.86271619796753,camera_link_optical,-4.78638150974914E-07,-6.01518282156155E-07,5.86086811295191,,-0.002323435735889,3.87007188796997,0.002290915697813,odom,4.3932708505151E-11,3.86086811295732,0.25000060137308
camera_link_optical,-0.003544435603544,-0.003559325356036,5.89046812057495,camera_link_optical,-4.85517043633816E-07,-6.02051218212552E-07,5.91165151217282,,-0.002335240249522,3.89782381057739,0.002353137359023,odom,4.39195746732772E-11,3.91165151217002,0.250000602160382
camera_link_optical,-0.003543957369402,-0.0036267680116,5.96152639389038,camera_link_optical,-4.92441373648414E-07,-6.03093151696488E-07,5.96224471138246,,-0.00233476201538,3.96888208389282,0.002420580014586,odom,4.39161324174788E-11,3.96224471138464,0.25000060294576
camera_link_optical,-0.003609918057919,-0.003598496783525,5.99707794189453,camera_link_optical,-4.99984796352724E-07,-6.03883609118228E-07,6.01302811058986,,-0.002400722703896,4.00443363189697,0.002392308786511,odom,4.39223558607121E-11,4.01302811059528,0.25000060373512
camera_link_optical,-0.003640693379566,-0.003594613168389,6.05768156051636,camera_link_optical,-5.07006597051518E-07,-6.04413062876841E-07,6.06381150981007,,-0.002431498025544,4.0650372505188,0.002388425171375,odom,4.39092217528468E-11,4.06381150980489,0.250000604525514
camera_link_optical,-0.003700910368934,-0.003671035636216,6.11020374298096,camera_link_optical,-5.14080952951428E-07,-6.05464655856203E-07,6.11440470901303,,-0.002491715014912,4.1175594329834,0.002464847639203,odom,4.39057792218979E-11,4.11440470901642,0.250000605313976
camera_link_optical,-0.003643117379397,-0.003675699234009,6.14501905441284,camera_link_optical,-5.21219083176984E-07,-6.05994761315731E-07,6.1653783082232,,-0.002433922025375,4.15237474441528,0.002469511236995,odom,4.39023107161727E-11,4.165378308221,0.250000606109407
camera_link_optical,-0.003772743977606,-0.003708790522069,6.2206015586853,camera_link_optical,-5.28381527702324E-07,-6.07052809270536E-07,6.21597150742886,,-0.002563548623584,4.22795724868774,0.002502602525055,odom,4.38988680048125E-11,4.21597150743047,0.250000606899935
camera_link_optical,-0.003734297351912,-0.003741232678294,6.24185466766357,camera_link_optical,-5.36172933259374E-07,-6.07845461519929E-07,6.26656470663349,,-0.00252510199789,4.24921035766602,0.002535044681281,odom,4.38954251999327E-11,4.26656470663892,0.250000607691494
camera_link_optical,-0.003859813325107,-0.003798937192187,6.32306432723999,camera_link_optical,-5.4343674142405E-07,-6.08369138344056E-07,6.31734810584683,,-0.002650617971085,4.33042001724243,0.002592749195173,odom,4.39016480897948E-11,4.31734810584335,0.250000608487067
camera_link_optical,-0.003819823963568,-0.00381341483444,6.35013151168823,camera_link_optical,-5.50764237143973E-07,-6.09439844173609E-07,6.36813150504389,,-0.002610628609546,4.35748720169067,0.002607226837426,odom,4.38885134290168E-11,4.36813150504672,0.250000609283682
camera_link_optical,-0.003743176348507,-0.003875256050378,6.40878009796143,camera_link_optical,-5.58111177064377E-07,-6.09958230812779E-07,6.41872470425367,,-0.002533980994485,4.41613578796387,0.002669068053365,odom,4.38850703505479E-11,4.41872470425206,0.25000061007835
camera_link_optical,-0.003908641636372,-0.003876662347466,6.47455167770386,camera_link_optical,-5.66121394491548E-07,-6.10755831687015E-07,6.46950810345854,,-0.00269944628235,4.4819073677063,0.002670474350452,odom,4.38912929662348E-11,4.46950810345336,0.250000610877048
camera_link_optical,-0.003847205312923,-0.003911545500159,6.49454402923584,camera_link_optical,-5.73600038406125E-07,-6.11836241309893E-07,6.52029150264819,,-0.002638009958901,4.50189971923828,0.002705357503146,odom,4.38781580309166E-11,4.52029150265362,0.250000611676792
camera_link_optical,-0.003979745320976,-0.003937538247556,6.58003282546997,camera_link_optical,-5.81087699060934E-07,-6.12351174711367E-07,6.5708847018588,,-0.002770549966954,4.58738851547241,0.002731350250542,odom,4.38747146755509E-11,4.57088470185583,0.250000612474581
camera_link_optical,-0.003999065607786,-0.003983344417065,6.60941457748413,camera_link_optical,-5.88653685712553E-07,-6.13438056240589E-07,6.62166810105179,,-0.002789870253764,4.61677026748657,0.002777156420052,odom,4.38809370143695E-11,4.62166810105399,0.250000613276416
camera_link_optical,-0.003929612226784,-0.003956338856369,6.6541600227356,camera_link_optical,-5.96884049757231E-07,-6.14242038204926E-07,6.67245150024569,,-0.002720416872762,4.66151571273804,0.002750150859356,odom,4.38678017988844E-11,4.67245150025111,0.250000614079301
camera_link_optical,-0.004092650022358,-0.004020725376904,6.73400497436523,camera_link_optical,-6.04531641639778E-07,-6.14756538785954E-07,6.72323489945235,,-0.002883454668336,4.74136066436768,0.002814537379891,odom,4.38740239538602E-11,4.72323489944717,0.250000614883237
camera_link_optical,-0.00408013118431,-0.004074859432876,6.74940061569214,camera_link_optical,-6.12230762710532E-07,-6.15850135998741E-07,6.77382809864167,,-0.002870935830288,4.75675630569458,0.002868671435863,odom,4.3870580234055E-11,4.7738280986452,0.250000615685208
camera_link_optical,-0.004198119509965,-0.004046103451401,6.82160377502441,camera_link_optical,-6.19978247100958E-07,-6.16362357264144E-07,6.82461149784154,,-0.002988924155943,4.82895946502686,0.002839915454388,odom,4.38574447432201E-11,4.82461149783916,0.250000616491247
camera_link_optical,-0.004189976025373,-0.004113548435271,6.88626861572266,camera_link_optical,-6.2776554433104E-07,-6.17462433072369E-07,6.87520469703339,,-0.002980780671351,4.8936243057251,0.002907360438257,odom,4.385400083485E-11,4.87520469703509,0.250000617295315
camera_link_optical,-0.004183452576399,-0.004138065036386,6.89747047424316,camera_link_optical,-6.36259955342359E-07,-6.18271676522397E-07,6.92598809622152,,-0.002974257222377,4.90482616424561,0.002931877039373,odom,4.38602226203931E-11,4.92598809622695,0.250000618103461
camera_link_optical,-0.004162155557424,-0.00418786611408,6.97815561294556,camera_link_optical,-6.44147497950062E-07,-6.18780487571247E-07,6.97677149542292,,-0.002952960203402,4.985511302948,0.002981678117067,odom,4.38470868506259E-11,4.97677149541774,0.250000618912665
camera_link_optical,-0.004231261089444,-0.004234850406647,7.0394287109375,camera_link_optical,-6.52085399049144E-07,-6.19890297814951E-07,7.02736469460755,,-0.003022065735422,5.04678440093994,0.003028662409633,odom,4.38436426687631E-11,5.02736469461052,0.250000619719892
camera_link_optical,-0.004249291494489,-0.004227831494063,7.04871606826782,camera_link_optical,-6.60074302570929E-07,-6.20396844785986E-07,7.07814809380091,,-0.003040096140467,5.05607175827026,0.00302164349705,odom,4.38498641773447E-11,5.07814809379919,0.250000620531212
camera_link_optical,-0.004272826481611,-0.004356885328889,7.13186311721802,camera_link_optical,-6.68771612484253E-07,-6.21208129880646E-07,7.12893149299199,,-0.003063631127588,5.13921880722046,0.003150697331876,odom,4.38367281319731E-11,5.12893149298682,0.250000621343595
