.estimateZeroPointPose.header.frame_id,.estimateZeroPointPose.pose.position.x,.estimateZeroPointPose.pose.position.y,.estimateZeroPointPose.pose.position.z,.trueZeroPointPose.header.frame_id,.trueZeroPointPose.pose.position.x,.trueZeroPointPose.pose.position.y,.trueZeroPointPose.pose.position.z,.estimateOdomPose.header.frame_id,.estimateOdomPose.pose.position.x,.estimateOdomPose.pose.position.y,.estimateOdomPose.pose.position.z,.trueOdomPose.header.frame_id,.trueOdomPose.pose.position.x,.trueOdomPose.pose.position.y,.trueOdomPose.pose.position.z
,-0.001112988218665,0.149915942549705,0.050838947296143,camera_link_optical,6.87578046336407E-06,0.149999249980212,0.006009569366421,,-0.001112988218665,0.050838947296143,8.40574502944946E-05,odom,5.55795260685917E-05,-1.94788520007292,0.100000000048228
,-0.002397675765678,0.149930846504867,0.139119625091553,camera_link_optical,7.24885649750097E-06,0.149999315202978,0.005826017714244,,-0.002397675765678,0.139119625091553,6.91534951329231E-05,odom,0.000110184260606,-1.89729200007278,0.100000000048025
,-0.002747879596427,0.149910112004727,0.178108215332031,camera_link_optical,7.96064541677298E-06,0.150000224616495,0.005729046056133,,-0.002747879596427,0.178108215332031,8.98879952728748E-05,odom,0.00016503014791,-1.84650672981651,0.099998127285481
,-0.003318010712974,0.150319794286042,0.231744766235352,camera_link_optical,1.06285303558796E-05,0.150000000000381,0.007227595468433,,-0.003318010712974,0.231744766235352,-0.000319794286042,odom,0.00021858382067,-1.79534480596142,0.100000000047622
,-0.003232333925553,0.149699586536735,0.266609668731689,camera_link_optical,1.33838919650575E-05,0.149998129207256,0.008937522554249,,-0.003232333925553,0.266609668731689,0.000300413463265,odom,0.000271184229638,-1.74513201225553,0.100000000047426
,-0.004678015422542,0.14979026755318,0.349967479705811,camera_link_optical,1.00553455811615E-05,0.150000843049685,0.005897036721796,,-0.004678015422542,0.349967479705811,0.00020973244682,odom,0.000324430089156,-1.69434675223605,0.099998130590721
,-0.004926635534503,0.14979301309213,0.366023063659668,camera_link_optical,1.05417236088654E-05,0.149999560305945,0.006085952492525,,-0.004926635534503,0.366023063659668,0.00020698690787,odom,0.000376012813188,-1.64356523441627,0.100000000047035
,-0.00645176670514,0.149364621937275,0.427196025848389,camera_link_optical,1.03174318208079E-05,0.149998132529978,0.00589432403778,,-0.00645176670514,0.427196025848389,0.000635378062725,odom,0.000427458558748,-1.59297205137962,0.100000000046842
,-0.007419951492921,0.14973213346675,0.492621421813965,camera_link_optical,1.63743060910238E-05,0.150001866247051,0.008180450670351,,-0.007419951492921,0.492621421813965,0.00026786653325,odom,0.000479152986159,-1.54218680660026,0.099998133800024
,-0.00804875139147,0.149701818916947,0.530839920043945,camera_link_optical,1.16589098630127E-05,0.149999012406163,0.00589520034839,,-0.00804875139147,0.530839920043945,0.000298181083053,odom,0.000529212912245,-1.49140529931342,0.100000000046462
