time,.estimatePose.header.seq,.estimatePose.header.stamp.secs,.estimatePose.header.stamp.nsecs,.estimatePose.header.frame_id,.estimatePose.pose.position.x,.estimatePose.pose.position.y,.estimatePose.pose.position.z,.estimatePose.pose.orientation.x,.estimatePose.pose.orientation.y,.estimatePose.pose.orientation.z,.estimatePose.pose.orientation.w,.truePose.header.seq,.truePose.header.stamp.secs,.truePose.header.stamp.nsecs,.truePose.header.frame_id,.truePose.pose.position.x,.truePose.pose.position.y,.truePose.pose.position.z,.truePose.pose.orientation.x,.truePose.pose.orientation.y,.truePose.pose.orientation.z,.truePose.pose.orientation.w
1970/01/01/03:01:22.283000,1729,82,258000000,camera_frame,-0.0013744111638516188,-0.0013699928531423211,2.816413402557373,0.9999999957243425,6.34410015874551e-06,9.051582866423946e-05,-1.7831215646917426e-05,0,0,0,camera_frame,3.1632780428227335e-10,4.901468120266372e-12,2.825470400003281,0.7071067811862993,-5.77724353022065e-10,5.763481451131663e-10,0.7071067811867957
1970/01/01/03:01:24.486000,1795,84,458000000,camera_frame,-0.001426742528565228,-0.0014230274828150868,2.9183225631713867,0.9999999825466636,-2.6080296812806586e-05,-0.00018254070977909213,3.0089534820382797e-05,0,0,0,camera_frame,3.338606086520059e-10,4.90180118717376e-12,2.926787000003273,0.7071067811853045,-6.041346074129115e-10,6.060303018203756e-10,0.7071067811877906
1970/01/01/03:01:26.686000,1861,86,658000000,camera_frame,-0.0014521341072395444,-0.0014693902339786291,3.016010284423828,0.9999999758299163,-8.00560345858158e-06,0.00019474815289130407,0.00010173118563394962,0,0,0,camera_frame,3.491025618617262e-10,4.901523631417604e-12,3.0281036000032646,0.7071067811862993,-6.338772173110471e-10,6.325010094001521e-10,0.7071067811867957
1970/01/01/03:01:28.844000,1926,88,824000000,camera_frame,-0.0015302220126613975,-0.001490192604251206,3.1195712089538574,0.999999673578361,7.564750029883566e-06,0.00024054223947425342,-0.0007713140585932434,0,0,0,camera_frame,3.666353662128415e-10,4.90180118717376e-12,3.1294202000032563,0.7071067811853045,-6.602874716344911e-10,6.621831660447106e-10,0.7071067811877906
1970/01/01/03:01:31.055000,1992,91,25000000,camera_frame,-0.001564769190736115,-0.0015493766404688358,3.2217516899108887,0.9999999955729554,1.012144634646151e-05,5.816832161550824e-05,-7.326726384994339e-05,0,0,0,camera_frame,3.818773194120973e-10,4.901579142568835e-12,3.230736800003248,0.7071067811862993,-6.900300815001781e-10,6.886538735900426e-10,0.7071067811867957
1970/01/01/03:01:33.248000,2058,93,225000000,camera_frame,-0.0016461804043501616,-0.0016131788725033402,3.319669485092163,0.9999994908305373,1.6907232239444268e-05,-0.0005714811247489233,0.0008315420227461175,0,0,0,camera_frame,3.9941012375688496e-10,4.901856698324991e-12,3.3320534000032396,0.7071067811853045,-7.164403358074632e-10,7.183360302182821e-10,0.7071067811877906
1970/01/01/03:01:35.448000,2124,95,424000000,camera_frame,-0.0016538059571757913,-0.0016637728549540043,3.4226415157318115,0.9999999134839758,1.2149687413140553e-05,0.0003552239234922085,-0.00021610273116915652,0,0,0,camera_frame,4.1465207694745877e-10,4.901523631417604e-12,3.4333700000032312,0.7071067811862993,-7.461829456505877e-10,7.44806737739481e-10,0.7071067811867957
1970/01/01/03:01:37.617000,2189,97,591000000,camera_frame,-0.0017098626121878624,-0.0017262469045817852,3.5196733474731445,0.9999999809235528,-1.9140651774044466e-06,-9.348724692571002e-05,0.00017149158903088235,0,0,0,camera_frame,4.321848812861527e-10,4.901856698324991e-12,3.5346866000032233,0.7071067811853045,-7.725931999270322e-10,7.744888943388828e-10,0.7071067811877906
1970/01/01/03:01:39.819000,2255,99,791000000,camera_frame,-0.001776816905476153,-0.0017387354746460915,3.624791383743286,0.9999999205004668,-1.2793811266322938e-05,0.00014020446770897233,-0.00037306579258848633,0,0,0,camera_frame,4.474268344658314e-10,4.901523631417604e-12,3.6360032000032145,0.7071067811862993,-8.023358097281269e-10,8.009596018146554e-10,0.7071067811867957
1970/01/01/03:01:42.021000,2321,101,991000000,camera_frame,-0.0018250752473250031,-0.0018278828356415033,3.727022647857666,0.9999991352532537,-5.11145873846085e-06,0.0004001993356464582,0.0012527198847658626,0,0,0,camera_frame,4.649596387928682e-10,4.901745676022529e-12,3.737319800003207,0.7071067811853045,-8.287460639534549e-10,8.306417583660494e-10,0.7071067811877906
1970/01/01/03:01:44.219000,2387,104,192000000,camera_frame,-0.0018386997980996966,-0.0018716498743742704,3.8247323036193848,0.9999993445127096,3.081983908468402e-08,0.0009271342867579022,0.0006718602270461143,0,0,0,camera_frame,4.802015919587193e-10,4.901634653720066e-12,3.8386364000031983,0.7071067811862993,-8.584886737065436e-10,8.571124657941304e-10,0.7071067811867957
1970/01/01/03:01:46.447000,2454,106,424000000,camera_frame,-0.0019207729492336512,-0.001925055868923664,3.92707896232605,0.9999998947893031,-9.89272434058699e-06,-0.00015441505025941054,0.0004318327324932517,0,0,0,camera_frame,4.969700725210662e-10,4.901634653720066e-12,3.94230920000319,0.7071067811862993,-8.872180459285038e-10,8.858418380140701e-10,0.7071067811867957
1970/01/01/03:01:48.652000,2520,108,624000000,camera_frame,-0.001937492867000401,-0.0019615311175584793,4.036492347717285,0.9999994705460356,-1.043828076578743e-05,0.0010286183252034879,-2.7258614595753863e-05,0,0,0,camera_frame,5.145028768244967e-10,4.901856698324991e-12,4.043625800003287,0.7071067811853045,-9.136283000696232e-10,9.155239944849416e-10,0.7071067811877906
1970/01/01/03:01:50.847000,2586,110,825000000,camera_frame,-0.0020030506420880556,-0.0020088679157197475,4.12939453125,0.9999999659870273,2.087838611957017e-06,0.0002531533652597618,6.272924922923193e-05,0,0,0,camera_frame,5.297448299722658e-10,4.901523631417604e-12,4.144942400003522,0.7071067811862993,-9.43370909779272e-10,9.41994701863655e-10,0.7071067811867957
1970/01/01/03:01:53.050000,2652,113,24000000,camera_frame,-0.002075767610222101,-0.002033524215221405,4.233450889587402,0.9999993453051802,-3.1629346742344654e-05,-0.0004586282532075122,-0.0010478782948327321,0,0,0,camera_frame,5.472776342728103e-10,4.902078742929916e-12,4.246259000003757,0.7071067811853045,-9.697811639109252e-10,9.716768583294506e-10,0.7071067811877906
1970/01/01/03:01:55.219000,2717,115,191000000,camera_frame,-0.002133098430931568,-0.002121499739587307,4.340088844299316,0.9999998006444888,-4.859219843264116e-06,-0.0004500317621788764,0.0004428981640812457,0,0,0,camera_frame,5.625195874078549e-10,4.901634653720066e-12,4.347575600003992,0.7071067811862993,-9.995237735855832e-10,9.9814756566814e-10,0.7071067811867957
1970/01/01/03:01:57.422000,2783,117,391000000,camera_frame,-0.0021756438072770834,-0.0021881533320993185,4.442518711090088,0.9999995748657797,2.1178555855773695e-05,-0.0007796296440031043,0.0004919322584711327,0,0,0,camera_frame,5.800523916948103e-10,4.902078742929916e-12,4.448892200004227,0.7071067811853045,-1.0259340276651268e-09,1.0278297220842837e-09,0.7071067811877906
1970/01/01/03:01:59.622000,2849,119,591000000,camera_frame,-0.002215974498540163,-0.002219046000391245,4.544478893280029,0.999999916640569,-1.9433066376518548e-05,7.26349094795663e-05,0.0004013295166596706,0,0,0,camera_frame,5.952943448151839e-10,4.901634653720066e-12,4.550208800004462,0.7071067811862993,-1.0556766372823909e-09,1.0543004293656416e-09,0.7071067811867957
1970/01/01/03:02:01.822000,2915,121,791000000,camera_frame,-0.002274515340104699,-0.0022648524027317762,4.646595478057861,0.9999996849623543,2.391825496630601e-06,-0.0007913026865149676,6.252623287723424e-05,0,0,0,camera_frame,6.128271490891649e-10,4.901634653720066e-12,4.651525400004699,0.7071067811853045,-1.0820868913162223e-09,1.083982585734395e-09,0.7071067811877906
1970/01/01/03:02:03.981000,2980,123,959000000,camera_frame,-0.0023196882102638483,-0.002293157624080777,4.741848468780518,0.9999999843758876,-4.006178427628237e-05,-0.00016228246495827729,5.7512431781755947e-05,0,0,0,camera_frame,6.281740093743604e-10,4.901634653720066e-12,4.752518600004933,0.7071067811853045,-1.1095103828233577e-09,1.111406077243947e-09,0.7071067811877906
1970/01/01/03:02:06.182000,3046,126,159000000,camera_frame,-0.002340060891583562,-0.002334779594093561,4.834982395172119,0.9999995783157319,8.99482084966426e-06,0.00019459019229861366,-0.0008974531232546182,0,0,0,camera_frame,6.456019064494965e-10,4.901856698324991e-12,4.854158600005169,0.7071067811853045,-1.1382397548541613e-09,1.140135449274461e-09,0.7071067811877906
1970/01/01/03:02:08.384000,3112,128,358000000,camera_frame,-0.0024023628793656826,-0.0024120144080370665,4.946706295013428,0.9999997740846974,-5.22372520475856e-06,0.00018843993226018194,0.0006452082290224817,0,0,0,camera_frame,6.608438595369123e-10,4.901856698324991e-12,4.955475200005404,0.7071067811862993,-1.1679823643751788e-09,1.1666061564545217e-09,0.7071067811867957
1970/01/01/03:02:10.584000,3178,130,558000000,camera_frame,-0.0024238801561295986,-0.0025181490927934647,5.052135944366455,0.9999976144958141,1.2750910908704394e-06,0.0013307156479805673,0.0017321076523833638,0,0,0,camera_frame,6.783766637899982e-10,4.901856698324991e-12,5.056791800005639,0.7071067811853045,-1.1943926183332988e-09,1.1962883127570312e-09,0.7071067811877906
1970/01/01/03:02:12.754000,3243,132,724000000,camera_frame,-0.002484648022800684,-0.0025042190682142973,5.139561176300049,0.9999998684354011,-7.86245385164469e-06,0.0005023311725137838,0.00010358935942232133,0,0,0,camera_frame,6.936186168720057e-10,4.901856698324991e-12,5.158108400005874,0.7071067811862993,-1.2241352278417101e-09,1.2227590199223e-09,0.7071067811867957
1970/01/01/03:02:14.948000,3309,134,924000000,camera_frame,-0.0025534697342664003,-0.002560364082455635,5.25565242767334,0.9999993193742724,-1.668222380546706e-06,-0.0005517520243340716,0.0010280164942329895,0,0,0,camera_frame,7.110915572894848e-10,4.901856698324991e-12,5.259332600006109,0.7071067811862993,-1.2515587192660485e-09,1.2501825113429473e-09,0.7071067811867957
1970/01/01/03:02:17.145000,3375,137,124000000,camera_frame,-0.0026049294974654913,-0.0025959427002817392,5.345551013946533,0.9999997677584855,-1.4518858594698574e-05,-0.00030288472287819373,0.0006103548332118873,0,0,0,camera_frame,7.263933741636528e-10,4.901856698324991e-12,5.360741600006344,0.7071067811862993,-1.2802880911795475e-09,1.2789118832560281e-09,0.7071067811867957
1970/01/01/03:02:19.346000,3441,139,324000000,camera_frame,-0.002707361476495862,-0.0026271874085068703,5.453481674194336,0.9999970206247789,-5.481175920464693e-05,-0.002388974464326435,-0.0004985361025198119,0,0,0,camera_frame,7.43926178379185e-10,4.902078742929916e-12,5.462058200006581,0.7071067811853045,-1.306698345011145e-09,1.3085940394345351e-09,0.7071067811877906
1970/01/01/03:02:21.548000,3507,141,524000000,camera_frame,-0.0027045821771025658,-0.002700216369703412,5.560516834259033,0.9999998476024088,-1.3091289443381637e-05,-0.00047095621699250607,-0.0002877916243828451,0,0,0,camera_frame,7.591681314199609e-10,4.901856698324991e-12,5.563374800006814,0.7071067811862993,-1.3364409543967829e-09,1.3350647464723723e-09,0.7071067811867957
1970/01/01/03:02:23.718000,3572,143,692000000,camera_frame,-0.0027363214176148176,-0.002755296416580677,5.647482872009277,0.9999999179716828,-6.212772337028821e-06,-6.017049430346817e-05,-0.00040049661768620315,0,0,0,camera_frame,7.766410717953449e-10,4.901634653720066e-12,5.664599000007049,0.7071067811862993,-1.3638644456828946e-09,1.3624882377600385e-09,0.7071067811867957
1970/01/01/03:02:25.919000,3638,145,892000000,camera_frame,-0.0028070444241166115,-0.0027616294100880623,5.747498035430908,0.9999980373678293,4.683337925539855e-05,0.00048034425112271595,-0.001921545348004998,0,0,0,camera_frame,7.91942888635314e-10,4.902078742929916e-12,5.766008000007286,0.7071067811862993,-1.3925938174854447e-09,1.391217609560894e-09,0.7071067811867957
1970/01/01/03:02:28.123000,3704,148,91000000,camera_frame,-0.0028595917392522097,-0.002841972978785634,5.8653645515441895,0.9999993113274143,8.154680067509654e-06,-0.0006246924675852344,0.000993497619169907,0,0,0,camera_frame,8.094756928235229e-10,4.901856698324991e-12,5.867324600007521,0.7071067811853045,-1.4190040712264515e-09,1.4208997656534475e-09,0.7071067811877906
1970/01/01/03:02:30.320000,3770,150,291000000,camera_frame,-0.002916109748184681,-0.002895267214626074,5.968958377838135,0.9999995209432768,-1.298231919980653e-05,-0.0005347130181142237,-0.0008197723248548603,0,0,0,camera_frame,8.247176458334202e-10,4.901634653720066e-12,5.968641200007756,0.7071067811862993,-1.4487466805339423e-09,1.4473704726053885e-09,0.7071067811867957
1970/01/01/03:02:32.525000,3836,152,492000000,camera_frame,-0.0029659464489668608,-0.002968135057017207,6.068777561187744,0.9999993312623686,2.460300240896964e-05,-0.0008586276190830974,0.0007743565843761076,0,0,0,camera_frame,8.422504500067046e-10,4.902300787534841e-12,6.069957800007655,0.7071067811853045,-1.4751569342257393e-09,1.4770526286547234e-09,0.7071067811877906
1970/01/01/03:02:34.714000,3902,154,691000000,camera_frame,-0.0030138553120195866,-0.003016152186319232,6.163611888885498,0.999998579801589,8.700235432236043e-06,-0.00035026950606644147,0.0016485236983913747,0,0,0,camera_frame,8.574924029969211e-10,4.901856698324991e-12,6.171274400007402,0.7071067811862993,-1.5048995434740356e-09,1.5035233355455412e-09,0.7071067811867957
1970/01/01/03:02:36.882000,3967,156,858000000,camera_frame,-0.003055861685425043,-0.0030390857718884945,6.261327743530273,0.9999996429523149,-1.520949674564067e-05,0.0005698993240091728,0.000623761712790296,0,0,0,camera_frame,8.749946766070485e-10,4.902078742929916e-12,6.272543876007152,0.7071067811862993,-1.532323034634865e-09,1.5309468267084396e-09,0.7071067811867957
1970/01/01/03:02:39.082000,4033,159,58000000,camera_frame,-0.0031119324266910553,-0.003110140096396208,6.362010478973389,0.999999200676608,2.9100648444864416e-05,-0.0006769798306310884,0.001067472531868509,0,0,0,camera_frame,8.902671601305455e-10,4.902078742929916e-12,6.3739076000069,0.7071067811862993,-1.5610524063048716e-09,1.5596761983758246e-09,0.7071067811867957
1970/01/01/03:02:41.284000,4099,161,258000000,camera_frame,-0.003147384151816368,-0.0031478549353778362,6.463118553161621,0.999999865215458,-4.9608441318052125e-06,-0.00046835988599845733,0.00022401667989481837,0,0,0,camera_frame,9.077999642771657e-10,4.902522832139766e-12,6.4752242000066484,0.7071067811853045,-1.5874626598988588e-09,1.5893583543262883e-09,0.7071067811877906
1970/01/01/03:02:43.488000,4165,163,458000000,camera_frame,-0.0032080374658107758,-0.003204164793714881,6.567656517028809,0.9999999197191136,-7.854746618495347e-06,-0.00028544516393722534,0.0002811069685446435,0,0,0,camera_frame,9.230419172450022e-10,4.902078742929916e-12,6.576540800006397,0.7071067811862993,-1.6172052690605892e-09,1.6158290611302113e-09,0.7071067811867957
1970/01/01/03:02:45.651000,4230,165,624000000,camera_frame,-0.0032634809613227844,-0.003250911831855774,6.6770429611206055,0.9999998469808015,-2.1845221049640723e-07,-0.0005381959083635305,0.00012799800792101008,0,0,0,camera_frame,9.40454993742446e-10,4.902078742929916e-12,6.6776726000061455,0.7071067811862993,-1.6446287601449986e-09,1.643252552212218e-09,0.7071067811867957
1970/01/01/03:02:47.856000,4296,167,824000000,camera_frame,-0.003290577558800578,-0.0032475341577082872,6.783383846282959,0.9999983230709732,4.580083878672473e-06,0.0007776489962745008,-0.0016580398978653815,0,0,0,camera_frame,9.558166743447364e-10,4.902078742929916e-12,6.779174000005893,0.7071067811862993,-1.6733581317652682e-09,1.6719819238342616e-09,0.7071067811867957
1970/01/01/03:02:50.047000,4362,170,24000000,camera_frame,-0.003329220926389098,-0.003369807032868266,6.886775016784668,0.9999992816936804,-3.3000716846944274e-05,0.0008779220829986014,0.0008153379006244335,0,0,0,camera_frame,9.733494784731808e-10,4.902078742929916e-12,6.880490600005642,0.7071067811853045,-1.6997683852944913e-09,1.7016640797249739e-09,0.7071067811877906
1970/01/01/03:02:52.245000,4428,172,226000000,camera_frame,-0.0034289280883967876,-0.0033642256166785955,6.982660293579102,0.9999992813807743,-7.863875540163351e-05,-0.0011450105320280405,0.00034641703589900785,0,0,0,camera_frame,9.88591431419009e-10,4.902078742929916e-12,6.98180720000539,0.7071067811862993,-1.7295109943965926e-09,1.7281347864639385e-09,0.7071067811867957
1970/01/01/03:02:54.447000,4494,174,424000000,camera_frame,-0.0035081421956419945,-0.0034298421815037727,7.063888072967529,0.9999878258803455,-7.325566148685892e-05,-0.004897515316602185,0.0005975520324199606,0,0,0,camera_frame,1.0061242355337298e-09,4.902522832139766e-12,7.083123800005138,0.7071067811853045,-1.7559212478729026e-09,1.757816942304617e-09,0.7071067811877906
1970/01/01/03:02:56.618000,4559,176,591000000,camera_frame,-0.0034780013374984264,-0.0035044741816818714,7.163759231567383,0.9999996136876613,4.104103732328078e-06,-0.0008412921525607445,0.00025462756832411715,0,0,0,camera_frame,1.0213661884617025e-09,4.902078742929916e-12,7.1844404000048865,0.7071067811862993,-1.785663856916211e-09,1.7842876489819666e-09,0.7071067811867957
1970/01/01/03:02:58.820000,4625,178,791000000,camera_frame,-0.003537751967087388,-0.003508530091494322,7.285324573516846,0.9999992784145034,1.621273836038459e-05,5.831360982034701e-05,-0.001199794625107126,0,0,0,camera_frame,1.0388989925652656e-09,4.902078742929916e-12,7.285757000004635,0.7071067811853045,-1.8120741103461346e-09,1.813969804782045e-09,0.7071067811877906
1970/01/01/03:03:01.025000,4691,180,992000000,camera_frame,-0.003593944013118744,-0.00355609692633152,7.398155689239502,0.9999970859797538,2.186922098039623e-05,-0.0018364730772569954,-0.0015668185518885346,0,0,0,camera_frame,1.0541409454778248e-09,4.902078742929916e-12,7.387073600004383,0.7071067811862993,-1.8418167193455856e-09,1.8404405114108003e-09,0.7071067811867957
1970/01/01/03:03:03.214000,4757,183,191000000,camera_frame,-0.003672318998724222,-0.0036317321937531233,7.4773406982421875,0.9999942849306448,-1.569560813890854e-05,0.0016103128209210493,0.002972667541974378,0,0,0,camera_frame,1.071673749565282e-09,4.902966921349616e-12,7.488390200004131,0.7071067811853045,-1.868226972724586e-09,1.87012266715605e-09,0.7071067811877906
1970/01/01/03:03:05.387000,4822,185,358000000,camera_frame,-0.003700805827975273,-0.0036442410200834274,7.566567897796631,0.9999957125044814,4.039383871240269e-06,-0.0028045434587892935,0.0008423136743050474,0,0,0,camera_frame,1.0869306892093002e-09,4.902522832139766e-12,7.58966060000388,0.7071067811853045,-1.89565046362627e-09,1.8975461580628532e-09,0.7071067811877906
1970/01/01/03:03:07.580000,4888,187,559000000,camera_frame,-0.003723956411704421,-0.003725941525772214,7.701142311096191,0.9999980682858708,3.430872595462762e-05,0.001722826223146838,-0.0009455777297626217,0,0,0,camera_frame,1.1043287789103757e-09,4.902078742929916e-12,7.690838600003628,0.7071067811862993,-1.925393072588202e-09,1.9240168646502624e-09,0.7071067811867957
